Task,T3402
Scope 1/1, Sample 1/4 (Junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
2.4290,540,234.5,19.9,0.0080,,
2.4300,541,234.6,19.9,0.0010,,
2.4300,542,234.8,19.9,0.0000,,
2.4305,543,234.8,19.9,0.0005,,
2.4315,544,234.9,19.9,0.0010,,
2.4330,545,234.9,19.9,0.0015,,
2.4355,546,234.9,19.9,0.0025,,
2.4395,547,235.0,19.9,0.0040,,
2.4450,548,235.0,19.9,0.0055,,
2.4475,548,235.0,19.9,0.0085,,
Scope 1/1, Sample 3/4 (Junk3)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-97.9,19.9,NaN,,
0.0005,1,-97.9,19.9,0.0005,,
0.0025,2,-97.9,19.9,0.0020,,
0.0050,3,-98.0,19.9,0.0025,,
0.0090,4,-98.0,19.9,0.0035,,
0.0150,5,-98.0,19.9,0.0055,,
0.0235,6,-98.0,19.9,0.0085,,
0.0310,7,-97.9,19.9,0.0075,,
0.0395,8,-97.8,19.9,0.0085,,
0.0480,9,-97.7,19.9,0.0075,,
0.0565,10,-97.5,19.9,0.0075,,
0.0650,11,-97.3,19.9,0.0075,,
0.0735,12,-97.0,19.9,0.0085,,
0.0810,13,-96.7,19.9,0.0075,,
0.0895,14,-96.3,19.9,0.0085,,
0.0980,15,-95.9,19.9,0.0085,,
0.1060,16,-95.5,19.9,0.0075,,
0.1145,17,-95.1,19.9,0.0075,,
0.1230,18,-94.5,19.9,0.0075,,
0.1305,19,-94.1,19.9,0.0075,,
0.1390,20,-93.5,19.9,0.0085,,
0.1475,21,-92.9,19.9,0.0075,,
0.1560,22,-92.4,19.9,0.0075,,
0.1645,23,-91.8,19.9,0.0075,,
0.1730,24,-91.1,19.9,0.0075,,
0.1805,25,-90.6,19.9,0.0075,,
0.1890,26,-89.8,19.9,0.0085,,
0.1970,27,-89.2,19.9,0.0075,,
0.2055,28,-88.5,19.9,0.0075,,
0.2140,29,-87.7,19.9,0.0075,,
0.2225,30,-87.0,19.9,0.0075,,
0.2300,31,-86.3,19.9,0.0075,,
0.2385,32,-85.4,19.9,0.0085,,
0.2470,33,-84.6,19.9,0.0085,,
0.2555,34,-83.7,19.9,0.0075,,
0.2640,35,-82.9,19.9,0.0075,,
0.2720,36,-82.0,19.9,0.0075,,
0.2800,37,-81.3,19.9,0.0080,,
0.2880,38,-80.3,19.9,0.0080,,
0.2965,39,-79.4,19.9,0.0085,,
0.3050,40,-78.4,19.9,0.0075,,
0.3135,41,-77.4,19.9,0.0075,,
0.3220,42,-76.4,19.9,0.0075,,
0.3295,43,-75.4,19.9,0.0075,,
0.3380,44,-74.4,19.9,0.0085,,
0.3465,45,-73.3,19.9,0.0085,,
0.3545,46,-72.2,19.9,0.0075,,
0.3630,47,-71.2,19.9,0.0075,,
0.3715,48,-70.1,19.9,0.0075,,
0.3800,49,-69.0,19.9,0.0075,,
0.3875,50,-68.0,19.9,0.0075,,
0.3960,51,-66.8,19.9,0.0085,,
0.4045,52,-65.7,19.9,0.0075,,
0.4130,53,-64.5,19.9,0.0075,,
0.4215,54,-63.2,19.9,0.0075,,
0.4295,55,-62.1,19.9,0.0080,,
0.4375,56,-60.9,19.9,0.0080,,
0.4460,57,-59.7,19.9,0.0085,,
0.4540,58,-58.5,19.9,0.0075,,
0.4625,59,-57.3,19.9,0.0075,,
0.4710,60,-56.1,19.9,0.0075,,
0.4785,61,-55.1,19.9,0.0075,,
0.4870,62,-54.1,19.9,0.0085,,
0.4955,63,-53.0,19.9,0.0085,,
0.5040,64,-52.0,19.9,0.0075,,
0.5125,65,-51.1,19.9,0.0075,,
0.5210,66,-50.1,19.9,0.0075,,
0.5285,67,-49.3,19.9,0.0075,,
0.5370,68,-48.4,19.9,0.0085,,
0.5450,69,-47.5,19.9,0.0080,,
0.5535,70,-46.6,19.9,0.0075,,
0.5620,71,-45.7,19.9,0.0075,,
0.5705,72,-44.9,19.9,0.0075,,
0.5780,73,-44.3,19.9,0.0075,,
0.5865,74,-43.5,19.9,0.0085,,
0.5950,75,-42.7,19.9,0.0085,,
0.6035,76,-41.9,19.9,0.0075,,
0.6120,77,-41.2,19.9,0.0075,,
0.6200,78,-40.4,19.9,0.0075,,
0.6285,79,-39.8,19.9,0.0085,,
0.6360,80,-39.1,19.9,0.0075,,
0.6445,81,-38.4,19.9,0.0085,,
0.6530,82,-37.7,19.9,0.0075,,
0.6615,83,-37.0,19.9,0.0075,,
0.6700,84,-36.3,19.9,0.0075,,
0.6785,85,-35.7,19.9,0.0075,,
0.6860,86,-35.0,19.9,0.0075,,
0.6945,87,-34.4,19.9,0.0085,,
0.7025,88,-33.7,19.9,0.0075,,
0.7110,89,-33.1,19.9,0.0075,,
0.7195,90,-32.5,19.9,0.0075,,
0.7280,91,-32.0,19.9,0.0085,,
0.7355,92,-31.3,19.9,0.0075,,
0.7440,93,-30.8,19.9,0.0085,,
0.7525,94,-30.1,19.9,0.0075,,
0.7610,95,-29.6,19.9,0.0075,,
0.7695,96,-29.0,19.9,0.0075,,
0.7775,97,-28.5,19.9,0.0080,,
0.7855,98,-27.9,19.9,0.0080,,
0.7940,99,-27.3,19.9,0.0085,,
0.8020,100,-26.7,19.9,0.0075,,
0.8105,101,-26.2,19.9,0.0075,,
0.8190,102,-25.6,19.9,0.0075,,
0.8275,103,-25.1,19.9,0.0075,,
0.8350,104,-24.6,19.9,0.0075,,
0.8435,105,-24.0,19.9,0.0085,,
0.8520,106,-23.5,19.9,0.0085,,
0.8600,107,-22.9,19.9,0.0075,,
0.8685,108,-22.3,19.9,0.0075,,
0.8770,109,-21.8,19.9,0.0075,,
0.8845,110,-21.3,19.9,0.0075,,
0.8930,111,-20.8,19.9,0.0085,,
0.9015,112,-20.2,19.9,0.0085,,
0.9100,113,-19.7,19.9,0.0075,,
0.9185,114,-19.1,19.9,0.0075,,
0.9270,115,-18.6,19.9,0.0075,,
0.9345,116,-18.1,19.9,0.0075,,
0.9430,117,-17.6,19.9,0.0085,,
0.9515,118,-17.1,19.9,0.0075,,
0.9600,119,-16.5,19.9,0.0075,,
0.9680,120,-15.9,19.9,0.0075,,
0.9765,121,-15.4,19.9,0.0085,,
0.9840,122,-14.9,19.9,0.0075,,
0.9925,123,-14.3,19.9,0.0085,,
1.0010,124,-13.8,19.9,0.0075,,
1.0095,125,-13.2,19.9,0.0075,,
1.0180,126,-12.6,19.9,0.0075,,
1.0265,127,-12.0,19.9,0.0075,,
1.0340,128,-11.5,19.9,0.0075,,
1.0425,129,-11.0,19.9,0.0085,,
1.0505,130,-10.4,19.9,0.0080,,
1.0590,131,-9.8,19.9,0.0075,,
1.0675,132,-9.2,19.9,0.0075,,
1.0760,133,-8.7,19.9,0.0075,,
1.0835,134,-8.1,19.9,0.0075,,
1.0920,135,-7.5,19.9,0.0085,,
1.1005,136,-6.9,19.9,0.0085,,
1.1090,137,-6.3,19.9,0.0075,,
1.1170,138,-5.7,19.9,0.0075,,
1.1255,139,-5.0,19.9,0.0075,,
1.1340,140,-4.4,19.9,0.0085,,
1.1415,141,-3.6,19.9,0.0075,,
1.1500,142,-2.9,19.9,0.0085,,
1.1585,143,-2.1,19.9,0.0075,,
1.1670,144,-1.2,19.9,0.0075,,
1.1755,145,-0.4,19.9,0.0075,,
1.1840,146,0.2,19.9,0.0085,,
1.1915,147,0.3,19.9,0.0075,,
1.2000,148,1.1,19.9,0.0085,,
1.2085,149,1.9,19.9,0.0075,,
1.2165,150,3.1,19.9,0.0075,,
1.2250,151,3.6,19.9,0.0075,,
1.2335,152,4.5,19.9,0.0085,,
1.2410,153,5.3,19.9,0.0075,,
1.2495,154,6.1,19.9,0.0085,,
1.2580,155,6.9,19.9,0.0085,,
1.2665,156,7.9,19.9,0.0075,,
1.2745,157,9.2,19.9,0.0075,,
1.2830,158,10.6,19.9,0.0075,,
1.2910,159,11.9,19.9,0.0080,,
1.2990,160,13.3,19.9,0.0080,,
1.3075,161,14.8,19.9,0.0085,,
1.3160,162,16.3,19.9,0.0075,,
1.3245,163,17.9,19.9,0.0075,,
1.3330,164,19.8,19.9,0.0075,,
1.3405,165,21.6,19.9,0.0075,,
1.3490,166,24.0,19.9,0.0085,,
1.3575,167,26.5,19.9,0.0085,,
1.3655,168,29.2,19.9,0.0075,,
1.3740,169,32.5,19.9,0.0075,,
1.3825,170,36.3,19.9,0.0075,,
1.3900,171,39.8,19.9,0.0075,,
1.3985,172,44.3,19.9,0.0085,,
1.4070,173,49.4,19.9,0.0085,,
1.4155,174,54.9,19.9,0.0075,,
1.4240,175,61.2,19.9,0.0075,,
1.4325,176,68.1,19.9,0.0075,,
1.4400,177,74.9,19.9,0.0075,,
1.4485,178,83.3,19.9,0.0085,,
1.4570,179,92.1,19.9,0.0085,,
1.4650,180,100.7,19.9,0.0075,,
1.4735,181,109.8,19.9,0.0075,,
1.4820,182,118.3,19.9,0.0075,,
1.4895,183,126.7,19.9,0.0075,,
1.4980,184,135.8,19.9,0.0085,,
1.5065,185,144.4,19.9,0.0085,,
1.5150,186,152.6,19.9,0.0075,,
1.5235,187,160.0,19.9,0.0075,,
1.5315,188,166.4,19.9,0.0075,,
1.5395,189,171.4,19.9,0.0080,,
1.5475,190,176.3,19.9,0.0080,,
1.5560,191,180.7,19.9,0.0085,,
1.5645,192,184.3,19.9,0.0075,,
1.5690,193,185.3,19.9,0.0075,,
1.5690,433,195.0,20.0,0.0000,,
1.5695,434,195.0,20.0,0.0005,,
1.5710,435,195.0,20.0,0.0020,,
1.5735,436,195.0,20.0,0.0030,,
1.5775,437,195.0,20.0,0.0050,,
1.5835,438,195.1,20.0,0.0075,,
1.5920,439,195.4,20.0,0.0105,,
1.5995,440,195.9,20.0,0.0105,,
1.6080,441,196.5,20.0,0.0120,,
1.6165,442,197.4,20.0,0.0105,,
1.6250,443,198.2,20.0,0.0105,,
1.6330,444,198.9,20.0,0.0100,,
1.6415,445,199.7,20.0,0.0105,,
1.6490,446,200.3,20.0,0.0105,,
1.6575,447,201.1,20.0,0.0120,,
1.6660,448,201.9,20.0,0.0120,,
1.6745,449,202.8,20.0,0.0105,,
1.6830,450,203.4,20.0,0.0105,,
1.6915,451,204.1,20.0,0.0105,,
1.6990,452,204.6,20.0,0.0105,,
1.7075,453,205.2,20.0,0.0120,,
1.7160,454,205.8,20.0,0.0120,,
1.7240,455,206.5,20.0,0.0100,,
1.7325,456,207.1,20.0,0.0105,,
1.7410,457,207.7,20.0,0.0105,,
1.7485,458,208.2,20.0,0.0105,,
1.7570,459,208.8,20.0,0.0120,,
1.7655,460,209.4,20.0,0.0120,,
1.7740,461,209.9,20.0,0.0105,,
1.7825,462,210.4,20.0,0.0105,,
1.7910,463,210.9,20.0,0.0105,,
1.7985,464,211.3,20.0,0.0105,,
1.8070,465,211.8,20.0,0.0120,,
1.8150,466,212.4,20.0,0.0115,,
1.8235,467,212.8,20.0,0.0105,,
1.8320,468,213.3,20.0,0.0105,,
1.8405,469,213.7,20.0,0.0105,,
1.8480,470,214.2,20.0,0.0105,,
1.8565,471,214.6,20.0,0.0120,,
1.8650,472,215.1,20.0,0.0120,,
1.8735,473,215.4,20.0,0.0105,,
1.8820,474,215.8,20.0,0.0105,,
1.8900,475,216.3,20.0,0.0100,,
1.8985,476,216.6,20.0,0.0120,,
1.9060,477,217.1,20.0,0.0105,,
1.9145,478,217.5,20.0,0.0120,,
1.9230,479,217.9,20.0,0.0105,,
1.9315,480,218.2,20.0,0.0105,,
1.9400,481,218.6,20.0,0.0105,,
1.9485,482,219.0,20.0,0.0105,,
1.9560,483,219.2,20.0,0.0105,,
1.9645,484,219.6,20.0,0.0120,,
1.9725,485,220.0,20.0,0.0100,,
1.9810,486,220.4,20.0,0.0105,,
1.9895,487,220.7,20.0,0.0105,,
1.9980,488,221.1,20.0,0.0105,,
2.0055,489,221.4,20.0,0.0105,,
2.0140,490,221.7,20.0,0.0120,,
2.0225,491,222.0,20.0,0.0120,,
2.0310,492,222.3,20.0,0.0105,,
2.0395,493,222.6,20.0,0.0105,,
2.0475,494,223.0,20.0,0.0100,,
2.0555,495,223.3,20.0,0.0115,,
2.0635,496,223.5,20.0,0.0115,,
2.0720,497,223.8,20.0,0.0120,,
2.0805,498,224.1,20.0,0.0105,,
2.0890,499,224.4,20.0,0.0105,,
2.0975,500,224.7,20.0,0.0105,,
2.1050,501,225.0,20.0,0.0105,,
2.1135,502,225.3,20.0,0.0120,,
2.1220,503,225.6,20.0,0.0120,,
2.1305,504,225.8,20.0,0.0105,,
2.1385,505,226.1,20.0,0.0100,,
2.1470,506,226.4,20.0,0.0105,,
2.1555,507,226.7,20.0,0.0120,,
2.1630,508,227.0,20.0,0.0105,,
2.1715,509,227.2,20.0,0.0105,,
2.1800,510,227.4,20.0,0.0105,,
2.1885,511,227.7,20.0,0.0105,,
2.1970,512,228.0,20.0,0.0105,,
2.2045,513,228.2,20.0,0.0105,,
2.2130,514,228.5,20.0,0.0120,,
2.2210,515,228.7,20.0,0.0115,,
2.2295,516,229.0,20.0,0.0120,,
2.2380,517,229.2,20.0,0.0105,,
2.2465,518,229.5,20.0,0.0105,,
2.2550,519,229.7,20.0,0.0105,,
2.2625,520,229.9,20.0,0.0105,,
2.2710,521,230.1,20.0,0.0120,,
2.2795,522,230.3,20.0,0.0105,,
2.2880,523,230.6,20.0,0.0105,,
2.2960,524,230.8,20.0,0.0100,,
2.3045,525,231.0,20.0,0.0105,,
2.3120,526,231.3,20.0,0.0105,,
2.3205,527,231.5,20.0,0.0120,,
2.3290,528,231.7,20.0,0.0120,,
2.3375,529,231.9,20.0,0.0105,,
2.3460,530,232.1,20.0,0.0105,,
2.3545,531,232.4,20.0,0.0105,,
2.3620,532,232.6,20.0,0.0105,,
2.3705,533,232.7,20.0,0.0120,,
2.3790,534,233.0,20.0,0.0120,,
2.3870,535,233.2,20.0,0.0100,,
2.3955,536,233.4,20.0,0.0105,,
2.4040,537,233.6,20.0,0.0120,,
2.4115,538,233.7,20.0,0.0105,,
2.4200,539,234.0,20.0,0.0120,,
2.4285,540,234.2,20.0,0.0105,,
2.4355,541,234.3,20.0,0.0085,,
2.4400,542,234.5,20.0,0.0055,,
2.4420,543,234.7,20.0,0.0025,,
2.4425,544,234.8,20.0,0.0005,,
2.4435,545,234.8,20.0,0.0015,,
2.4450,546,234.8,20.0,0.0020,,
2.4475,547,234.9,20.0,0.0030,,
2.4515,548,234.9,20.0,0.0050,,
2.4570,549,235.0,20.0,0.0070,,
2.4595,549,235.0,20.0,0.0250,,
Scope 1/1, Sample 4/4 (CRM)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-50.6,20.1,NaN,,
0.0010,1,-52.1,20.1,0.0010,,
0.0025,2,-52.5,20.1,0.0015,,
0.0050,3,-52.8,20.1,0.0025,,
0.0090,4,-53.1,20.1,0.0035,,
0.0150,5,-53.4,20.1,0.0055,,
0.0235,6,-53.8,20.1,0.0075,,
0.0320,7,-54.0,20.1,0.0075,,
0.0405,8,-54.1,20.1,0.0075,,
0.0490,9,-54.2,20.1,0.0085,,
0.0565,10,-54.2,20.1,0.0070,,
0.0650,11,-54.2,20.1,0.0075,,
0.0730,12,-54.1,20.1,0.0075,,
0.0815,13,-53.9,20.1,0.0075,,
0.0900,14,-53.6,20.1,0.0075,,
0.0975,15,-53.4,20.1,0.0075,,
0.1060,16,-53.0,20.1,0.0075,,
0.1145,17,-52.6,20.1,0.0075,,
0.1230,18,-52.1,20.1,0.0075,,
0.1315,19,-51.7,20.1,0.0075,,
0.1400,20,-51.2,20.1,0.0075,,
0.1480,21,-50.6,20.1,0.0080,,
0.1560,22,-50.0,20.1,0.0075,,
0.1645,23,-49.3,20.1,0.0075,,
0.1725,24,-48.6,20.2,0.0075,,
0.1810,25,-47.9,20.1,0.0075,,
0.1895,26,-47.1,20.1,0.0075,,
0.1980,27,-46.5,20.1,0.0085,,
0.2055,28,-45.6,20.1,0.0070,,
0.2140,29,-44.9,20.1,0.0075,,
0.2225,30,-44.1,20.2,0.0075,,
0.2310,31,-43.3,20.1,0.0075,,
0.2390,32,-42.5,20.2,0.0075,,
0.2475,33,-41.8,20.2,0.0085,,
0.2550,34,-41.0,20.1,0.0070,,
0.2635,35,-40.3,20.1,0.0075,,
0.2720,36,-39.6,20.2,0.0075,,
0.2805,37,-38.8,20.2,0.0075,,
0.2890,38,-38.1,20.2,0.0075,,
0.2975,39,-37.5,20.2,0.0075,,
0.3050,40,-36.8,20.1,0.0070,,
0.3135,41,-36.1,20.2,0.0075,,
0.3220,42,-35.5,20.2,0.0075,,
0.3300,43,-34.8,20.2,0.0075,,
0.3385,44,-34.2,20.2,0.0075,,
0.3470,45,-33.5,20.2,0.0075,,
0.3545,46,-33.0,20.2,0.0075,,
0.3630,47,-32.3,20.2,0.0075,,
0.3715,48,-31.7,20.2,0.0075,,
0.3800,49,-31.1,20.2,0.0075,,
0.3885,50,-30.5,20.2,0.0075,,
0.3970,51,-29.9,20.2,0.0075,,
0.4045,52,-29.4,20.2,0.0075,,
0.4130,53,-28.8,20.2,0.0075,,
0.4210,54,-28.3,20.2,0.0075,,
0.4295,55,-27.7,20.2,0.0075,,
0.4380,56,-27.2,20.2,0.0075,,
0.4465,57,-26.7,20.2,0.0075,,
0.4550,58,-26.2,20.2,0.0085,,
0.4625,59,-25.7,20.2,0.0070,,
0.4710,60,-25.1,20.2,0.0075,,
0.4795,61,-24.6,20.2,0.0075,,
0.4875,62,-24.0,20.2,0.0075,,
0.4960,63,-23.5,20.2,0.0075,,
0.5045,64,-23.0,20.2,0.0075,,
0.5120,65,-22.5,20.2,0.0075,,
0.5205,66,-22.0,20.2,0.0075,,
0.5290,67,-21.5,20.2,0.0075,,
0.5375,68,-21.0,20.2,0.0075,,
0.5460,69,-20.5,20.2,0.0075,,
0.5540,70,-20.0,20.2,0.0075,,
0.5620,71,-19.5,20.2,0.0075,,
0.5700,72,-19.0,20.2,0.0075,,
0.5785,73,-18.5,20.2,0.0075,,
0.5870,74,-18.1,20.2,0.0075,,
0.5955,75,-17.6,20.2,0.0075,,
0.6040,76,-17.1,20.2,0.0085,,
0.6115,77,-16.6,20.2,0.0070,,
0.6200,78,-16.1,20.2,0.0075,,
0.6285,79,-15.6,20.2,0.0075,,
0.6370,80,-15.1,20.2,0.0075,,
0.6455,81,-14.6,20.2,0.0075,,
0.6535,82,-14.2,20.2,0.0075,,
0.6615,83,-13.7,20.2,0.0075,,
0.6700,84,-13.2,20.2,0.0075,,
0.6780,85,-12.7,20.2,0.0075,,
0.6865,86,-12.2,20.2,0.0075,,
0.6950,87,-11.7,20.2,0.0075,,
0.7025,88,-11.3,20.2,0.0075,,
0.7110,89,-10.9,20.2,0.0075,,
0.7195,90,-10.3,20.2,0.0075,,
0.7280,91,-9.9,20.2,0.0075,,
0.7365,92,-9.4,20.2,0.0075,,
0.7450,93,-8.9,20.2,0.0075,,
0.7525,94,-8.5,20.2,0.0075,,
0.7610,95,-8.0,20.2,0.0075,,
0.7690,96,-7.5,20.2,0.0075,,
0.7775,97,-7.1,20.2,0.0075,,
0.7860,98,-6.6,20.2,0.0075,,
0.7945,99,-6.1,20.2,0.0075,,
0.8030,100,-5.7,20.2,0.0085,,
0.8105,101,-5.2,20.2,0.0070,,
0.8190,102,-4.6,20.2,0.0075,,
0.8275,103,-4.0,20.2,0.0075,,
0.8360,104,-3.4,20.2,0.0075,,
0.8440,105,-2.9,20.2,0.0075,,
0.8525,106,-2.4,20.2,0.0085,,
0.8600,107,-1.7,20.2,0.0070,,
0.8685,108,-1.1,20.2,0.0075,,
0.8770,109,-0.5,20.2,0.0075,,
0.8855,110,0.0,20.2,0.0075,,
0.8940,111,0.2,20.2,0.0075,,
0.9025,112,0.3,20.2,0.0085,,
0.9100,113,0.8,20.2,0.0070,,
0.9185,114,1.3,20.2,0.0075,,
0.9265,115,1.9,20.2,0.0075,,
0.9350,116,2.7,20.2,0.0075,,
0.9435,117,3.7,20.2,0.0075,,
0.9520,118,3.6,20.2,0.0075,,
0.9595,119,4.3,20.2,0.0075,,
0.9680,120,4.8,20.2,0.0075,,
0.9765,121,5.3,20.2,0.0075,,
0.9850,122,5.8,20.2,0.0075,,
0.9935,123,6.3,20.2,0.0075,,
1.0015,124,6.7,20.2,0.0075,,
1.0095,125,7.2,20.2,0.0080,,
1.0175,126,7.8,20.2,0.0075,,
1.0260,127,8.5,20.2,0.0075,,
1.0345,128,9.2,20.2,0.0075,,
1.0430,129,9.9,20.2,0.0075,,
1.0515,130,10.7,20.2,0.0075,,
1.0590,131,11.3,20.2,0.0075,,
1.0675,132,12.1,20.2,0.0075,,
1.0760,133,12.9,20.2,0.0075,,
1.0840,134,13.6,20.2,0.0075,,
1.0925,135,14.4,20.2,0.0075,,
1.1010,136,15.1,20.2,0.0075,,
1.1085,137,15.9,20.2,0.0075,,
1.1170,138,16.6,20.2,0.0075,,
1.1255,139,17.4,20.2,0.0075,,
1.1340,140,18.2,20.2,0.0075,,
1.1425,141,19.0,20.2,0.0075,,
1.1510,142,19.9,20.2,0.0075,,
1.1585,143,20.7,20.2,0.0075,,
1.1670,144,21.6,20.2,0.0075,,
1.1755,145,22.5,20.2,0.0075,,
1.1835,146,23.6,20.2,0.0075,,
1.1920,147,24.6,20.2,0.0075,,
1.2005,148,25.7,20.2,0.0075,,
1.2080,149,26.8,20.2,0.0075,,
1.2165,150,28.0,20.2,0.0075,,
1.2250,151,29.2,20.2,0.0075,,
1.2335,152,30.6,20.2,0.0075,,
1.2420,153,32.0,20.2,0.0075,,
1.2505,154,33.6,20.2,0.0075,,
1.2580,155,35.1,20.2,0.0075,,
1.2665,156,36.9,20.2,0.0075,,
1.2745,157,38.8,20.2,0.0075,,
1.2830,158,41.0,20.2,0.0075,,
1.2915,159,43.4,20.2,0.0075,,
1.3000,160,46.0,20.2,0.0075,,
1.3075,161,48.6,20.2,0.0075,,
1.3160,162,52.0,20.2,0.0075,,
1.3245,163,55.9,20.2,0.0075,,
1.3330,164,60.0,20.2,0.0075,,
1.3415,165,64.7,20.2,0.0075,,
1.3495,166,70.1,20.2,0.0075,,
1.3580,167,75.4,20.2,0.0085,,
1.3655,168,81.7,20.2,0.0070,,
1.3740,169,88.6,20.2,0.0075,,
1.3825,170,96.2,20.2,0.0075,,
1.3910,171,104.4,20.2,0.0075,,
1.3995,172,113.1,20.2,0.0075,,
1.4080,173,120.9,20.2,0.0085,,
1.4155,174,129.5,20.2,0.0070,,
1.4240,175,138.2,20.2,0.0075,,
1.4320,176,146.5,20.2,0.0075,,
1.4405,177,154.0,20.2,0.0075,,
1.4490,178,160.6,20.2,0.0075,,
1.4575,179,166.7,20.2,0.0075,,
1.4650,180,171.7,20.2,0.0075,,
1.4735,181,176.4,20.2,0.0075,,
1.4820,182,180.5,20.2,0.0075,,
1.4905,183,183.9,20.2,0.0075,,
1.4955,184,185.0,20.2,0.0070,,
1.4955,424,193.5,20.2,0.0000,,
1.4960,425,193.5,20.2,0.0005,,
1.4975,426,193.5,20.2,0.0020,,
1.5000,427,193.5,20.2,0.0030,,
1.5040,428,193.5,20.2,0.0045,,
1.5105,429,193.6,20.2,0.0070,,
1.5190,430,193.9,20.2,0.0095,,
1.5265,431,194.4,20.2,0.0095,,
1.5350,432,195.1,20.2,0.0105,,
1.5435,433,195.8,20.2,0.0105,,
1.5515,434,196.7,20.2,0.0090,,
1.5600,435,197.6,20.2,0.0095,,
1.5685,436,198.3,20.2,0.0095,,
1.5760,437,199.0,20.2,0.0095,,
1.5845,438,199.8,20.2,0.0105,,
1.5930,439,200.6,20.2,0.0105,,
1.6015,440,201.3,20.2,0.0095,,
1.6100,441,202.1,20.2,0.0095,,
1.6185,442,202.9,20.2,0.0095,,
1.6260,443,203.5,20.2,0.0095,,
1.6345,444,204.1,20.2,0.0105,,
1.6425,445,204.7,20.2,0.0100,,
1.6510,446,205.4,20.2,0.0095,,
1.6595,447,206.1,20.2,0.0095,,
1.6680,448,206.7,20.2,0.0095,,
1.6755,449,207.3,20.2,0.0095,,
1.6840,450,207.7,20.2,0.0105,,
1.6925,451,208.3,20.2,0.0105,,
1.7010,452,208.9,20.2,0.0095,,
1.7095,453,209.4,20.2,0.0095,,
1.7175,454,209.9,20.2,0.0090,,
1.7260,455,210.4,20.2,0.0105,,
1.7335,456,211.0,20.2,0.0095,,
1.7420,457,211.6,20.2,0.0105,,
1.7505,458,211.9,20.2,0.0095,,
1.7590,459,212.4,20.2,0.0095,,
1.7675,460,212.9,20.2,0.0095,,
1.7760,461,213.4,20.2,0.0095,,
1.7835,462,213.8,20.2,0.0095,,
1.7920,463,214.3,20.2,0.0105,,
1.8005,464,214.8,20.2,0.0105,,
1.8085,465,215.2,20.2,0.0090,,
1.8170,466,215.6,20.2,0.0095,,
1.8255,467,216.0,20.2,0.0095,,
1.8330,468,216.4,20.2,0.0095,,
1.8415,469,216.7,20.2,0.0105,,
1.8500,470,217.1,20.2,0.0105,,
1.8585,471,217.5,20.2,0.0095,,
1.8670,472,217.8,20.2,0.0095,,
1.8755,473,218.2,20.2,0.0095,,
1.8830,474,218.6,20.2,0.0095,,
1.8915,475,218.9,20.2,0.0105,,
1.8995,476,219.3,20.2,0.0100,,
1.9080,477,219.7,20.2,0.0095,,
1.9165,478,220.1,20.2,0.0095,,
1.9250,479,220.4,20.2,0.0095,,
1.9325,480,220.7,20.2,0.0095,,
1.9410,481,221.1,20.2,0.0105,,
1.9495,482,221.4,20.2,0.0105,,
1.9580,483,221.7,20.2,0.0095,,
1.9660,484,222.1,20.2,0.0090,,
1.9745,485,222.4,20.2,0.0095,,
1.9825,486,222.6,20.2,0.0100,,
1.9905,487,222.9,20.2,0.0100,,
1.9990,488,223.3,20.2,0.0105,,
2.0075,489,223.6,20.2,0.0095,,
2.0160,490,223.9,20.2,0.0095,,
2.0245,491,224.2,20.2,0.0095,,
2.0320,492,224.5,20.2,0.0095,,
2.0405,493,224.8,20.2,0.0105,,
2.0490,494,225.1,20.2,0.0105,,
2.0575,495,225.4,20.2,0.0095,,
2.0655,496,225.6,20.2,0.0090,,
2.0740,497,225.9,20.2,0.0095,,
2.0820,498,226.1,20.2,0.0100,,
2.0900,499,226.4,20.2,0.0100,,
2.0985,500,226.7,20.2,0.0095,,
2.1070,501,227.0,20.2,0.0095,,
2.1155,502,227.2,20.2,0.0095,,
2.1240,503,227.5,20.2,0.0105,,
2.1315,504,227.7,20.2,0.0095,,
2.1400,505,228.0,20.2,0.0105,,
2.1485,506,228.2,20.2,0.0095,,
2.1570,507,228.5,20.2,0.0095,,
2.1650,508,228.7,20.2,0.0090,,
2.1735,509,228.9,20.2,0.0105,,
2.1810,510,229.2,20.2,0.0095,,
2.1895,511,229.4,20.2,0.0105,,
2.1980,512,229.7,20.2,0.0095,,
2.2065,513,229.9,20.2,0.0095,,
2.2150,514,230.1,20.2,0.0095,,
2.2235,515,230.4,20.2,0.0095,,
2.2310,516,230.6,20.2,0.0095,,
2.2395,517,230.8,20.2,0.0105,,
2.2480,518,231.1,20.2,0.0095,,
2.2560,519,231.3,20.2,0.0090,,
2.2645,520,231.5,20.2,0.0095,,
2.2730,521,231.8,20.2,0.0095,,
2.2805,522,232.0,20.2,0.0095,,
2.2890,523,232.2,20.2,0.0105,,
2.2975,524,232.4,20.2,0.0095,,
2.3060,525,232.6,20.2,0.0095,,
2.3145,526,232.8,20.2,0.0095,,
2.3230,527,233.0,20.2,0.0095,,
2.3305,528,233.2,20.2,0.0095,,
2.3390,529,233.4,20.2,0.0105,,
2.3470,530,233.6,20.2,0.0100,,
2.3555,531,233.7,20.2,0.0095,,
